date,user_id,product,quantities,price
2024-05-12,274,хлеб,7,744
2024-06-14,275,помидор,7,4021
2024-07-18,276,кефир,3,3428
2024-01-07,277,хлеб,3,4703
2024-01-28,278,хлеб,5,1427
2024-04-17,279,говядина,6,4127
2024-11-10,280,лук,4,4609
2024-12-13,281,яйцо,5,2575
2024-09-27,282,кефир,3,3268
2024-03-08,283,свинина,6,3700
2024-10-04,284,хлеб,10,4712
2024-08-27,285,кефир,9,1447
2024-04-14,286,лук,1,1674
2024-04-24,287,лук,7,3194
2024-04-14,288,свинина,5,2491
2024-04-20,289,молоко,2,4417
2024-04-03,290,лук,6,3242
2024-11-27,291,говядина,2,3270
2024-09-11,292,хлеб,5,3341
2024-10-12,293,хлеб,5,1511
2024-01-10,294,свинина,7,2704
2024-11-17,295,помидор,3,3965
2024-01-18,296,хлеб,9,1439
2024-04-01,297,лук,7,3782
2024-07-11,298,курица,8,2053
2024-07-09,299,кефир,6,128
2024-07-24,300,курица,1,4150
2024-12-27,301,курица,2,1211
2024-01-11,302,лук,7,2005
2024-10-23,303,хлеб,3,3609
2024-11-04,304,помидор,6,1876
2024-11-22,305,свинина,7,3255
2024-08-16,306,свинина,8,1542
2024-03-18,307,кефир,2,4770
2024-12-02,308,яйцо,9,3685
2024-10-24,309,кефир,7,1323
2024-07-21,310,говядина,5,3435
2024-08-16,311,лук,4,2484
2024-08-03,312,кефир,1,4180
2024-10-08,313,говядина,7,688
2024-11-11,314,курица,3,1452
2024-08-26,315,курица,10,126
2024-05-06,316,свинина,7,3167
2024-09-15,317,лук,3,4613
2024-09-22,318,молоко,9,2581
2024-10-21,319,лук,6,1533
2024-10-24,320,кефир,7,876
2024-06-12,321,кефир,8,4312
2024-03-01,322,кефир,4,3860
2024-12-11,323,кефир,2,3423
2024-10-23,324,помидор,1,3359
2024-04-06,325,лук,5,224
2024-09-26,326,яйцо,5,4208
2024-01-03,327,кефир,5,2924
2024-10-09,328,хлеб,1,1901
2024-02-22,329,свинина,4,3977
2024-02-17,330,говядина,3,2778
2024-02-15,331,хлеб,8,4150
2024-08-18,332,молоко,10,4899
2024-12-17,333,хлеб,4,4837
2024-02-20,334,хлеб,7,2336
2024-06-02,335,помидор,3,4562
2024-06-05,336,курица,9,2485
2024-01-27,337,лук,6,4740
2024-02-01,338,яйцо,3,4096
2024-07-16,339,говядина,10,3362
2024-02-13,340,кефир,8,882
2024-09-27,341,курица,9,1577
2024-04-27,342,лук,4,481
2024-05-25,343,курица,10,949
2024-06-20,344,говядина,7,4522
2024-06-20,345,свинина,6,1433
2024-05-12,346,свинина,2,240
2024-01-18,347,говядина,2,461
2024-09-11,348,помидор,1,4475
2024-06-07,349,лук,4,3588
2024-10-11,350,говядина,6,3460
2024-08-07,351,говядина,4,1817
2024-01-19,352,свинина,3,2168
2024-01-15,353,яйцо,5,716
2024-01-10,354,молоко,5,4026
2024-07-15,355,кефир,2,483
2024-09-16,356,яйцо,6,1570
2024-02-04,357,молоко,8,3665
2024-11-28,358,свинина,5,1172
2024-02-25,359,кефир,6,1548
2024-02-05,360,помидор,9,759
2024-11-25,361,хлеб,1,4795
2024-07-08,362,молоко,7,1595
2024-12-25,363,лук,6,1946
2024-09-02,364,молоко,8,4796
2024-09-19,365,яйцо,6,495
2024-11-05,366,говядина,4,2357
2024-01-25,367,говядина,4,4674
2024-09-10,368,свинина,1,3252
2024-09-24,369,молоко,10,1622
2024-03-16,370,говядина,5,2864
2024-01-03,371,помидор,6,1864
2024-08-22,372,хлеб,5,1064
2024-01-15,373,яйцо,5,1505
2024-11-04,374,курица,8,2345
2024-06-15,375,лук,3,3495
2024-09-22,376,кефир,10,4363
2024-03-21,377,молоко,2,3942
2024-12-10,378,лук,5,4149
2024-01-22,379,яйцо,2,1710
2024-08-23,380,яйцо,5,1267
2024-04-26,381,молоко,5,2281
2024-05-05,382,хлеб,10,2327
2024-10-18,383,молоко,7,2286
2024-02-11,384,яйцо,2,1776
2024-04-27,385,лук,3,1566
2024-07-02,386,свинина,5,3580
2024-12-17,387,помидор,5,399
2024-04-08,388,говядина,7,4663
2024-04-04,389,хлеб,2,3255
2024-09-15,390,хлеб,9,1315
2024-04-05,391,помидор,7,3316
2024-11-10,392,хлеб,2,4652
2024-05-12,393,говядина,3,132
2024-05-16,394,яйцо,4,1805
2024-10-15,395,яйцо,9,4188
2024-06-12,396,курица,1,4549
2024-01-03,397,свинина,3,3510
2024-12-03,398,хлеб,9,1559
2024-07-04,399,кефир,5,2906
2024-08-04,400,помидор,6,3807
2024-11-21,401,лук,5,968
2024-01-08,402,хлеб,7,2077
2024-02-15,403,курица,8,786
2024-08-07,404,говядина,2,4665
2024-08-27,405,помидор,7,886
2024-04-28,406,лук,4,1837
2024-09-22,407,помидор,2,3591
2024-07-01,408,курица,1,666
2024-01-06,409,говядина,3,2335
2024-12-03,410,молоко,9,3278
2024-03-04,411,свинина,2,4344
2024-10-07,412,курица,2,3263
2024-07-13,413,говядина,9,1077
2024-12-10,414,говядина,2,4045
2024-08-17,415,говядина,8,3121
2024-09-22,416,хлеб,9,4635
2024-04-20,417,лук,3,2018
2024-06-18,418,молоко,4,4650
2024-07-08,419,молоко,9,4993
2024-03-08,420,кефир,9,3577
2024-09-23,421,говядина,4,1919
2024-01-06,422,свинина,1,4347
2024-03-24,423,лук,8,1794
2024-06-24,424,хлеб,5,3971
2024-12-16,425,говядина,4,1483
2024-04-12,426,молоко,6,3279
2024-11-27,427,молоко,7,2887
2024-12-19,428,яйцо,4,3420
2024-11-24,429,кефир,3,3563
2024-06-18,430,лук,4,1278
2024-10-28,431,говядина,5,594
2024-07-07,432,свинина,2,1604
2024-11-21,433,курица,10,3006
2024-04-01,434,хлеб,7,1436
2024-12-26,435,курица,2,188
2024-01-06,436,хлеб,9,2107
2024-03-18,437,хлеб,5,1175
2024-06-06,438,молоко,6,3487
2024-07-23,439,молоко,6,1265
2024-02-27,440,свинина,4,3022
2024-05-03,441,помидор,6,249
2024-03-06,442,помидор,9,4210
2024-04-28,443,кефир,10,952
2024-02-06,444,курица,1,2302
2024-11-18,445,лук,1,1752
2024-02-15,446,лук,5,2603
2024-12-21,447,лук,6,4959
2024-04-17,448,свинина,1,730
2024-04-03,449,молоко,2,1654
2024-08-23,450,говядина,9,3166
2024-08-26,451,молоко,7,1389
2024-07-05,452,свинина,6,1309
2024-07-04,453,хлеб,9,4295
2024-01-06,454,кефир,9,880
2024-05-10,455,кефир,5,453
2024-10-15,456,лук,7,1005
2024-09-17,457,помидор,1,4301
2024-05-17,458,молоко,10,713
2024-06-17,459,помидор,7,1279
2024-06-17,460,хлеб,2,3136
2024-04-24,461,лук,1,1783
2024-07-17,462,курица,7,1570
2024-03-02,463,яйцо,7,3738
2024-04-09,464,яйцо,1,2676
2024-01-25,465,молоко,8,4125
2024-09-24,466,кефир,4,547
2024-04-24,467,помидор,1,1922
2024-03-12,468,свинина,1,3484
2024-11-05,469,курица,4,665
2024-02-10,470,кефир,3,2311
2024-09-11,471,яйцо,3,4770
2024-12-08,472,лук,3,1903
2024-04-22,473,лук,3,1367
2024-02-21,474,свинина,6,3879
2024-08-17,475,говядина,4,3088
2024-12-17,476,кефир,7,1484
2024-08-02,477,кефир,10,2663
2024-05-06,478,молоко,1,3416
2024-09-28,479,молоко,7,1741
2024-02-22,480,яйцо,7,2412
2024-01-28,481,хлеб,1,162
2024-01-19,482,кефир,2,3773
2024-04-20,483,свинина,7,510
2024-05-16,484,курица,9,2219
2024-03-01,485,курица,3,892
2024-03-14,486,помидор,6,574
2024-11-25,487,хлеб,8,3619
2024-07-26,488,молоко,3,4103
2024-11-07,489,свинина,8,3252
2024-05-18,490,кефир,9,483
2024-10-17,491,курица,9,329
2024-04-04,492,свинина,10,1482
2024-12-07,493,свинина,1,907
2024-11-19,494,говядина,6,3389
2024-01-14,495,лук,5,277
2024-08-10,496,молоко,7,3227
2024-12-04,497,молоко,3,4245
2024-03-17,498,хлеб,3,4737
2024-11-05,499,говядина,7,836
2024-04-18,500,молоко,6,573
2024-06-26,501,молоко,9,2955
2024-08-16,502,помидор,2,3938
2024-06-02,503,лук,8,4269
2024-09-03,504,свинина,5,2923
2024-03-11,505,кефир,5,1636
2024-09-27,506,говядина,6,1587
2024-02-17,507,лук,3,4640
2024-07-02,508,лук,10,360
2024-09-02,509,курица,6,4203
2024-01-26,510,яйцо,1,436
2024-01-07,511,хлеб,9,228
2024-10-22,512,хлеб,3,1497
2024-05-07,513,говядина,6,4295
2024-08-05,514,свинина,8,359
2024-03-18,515,говядина,7,1240
2024-04-05,516,яйцо,7,135
2024-07-20,517,яйцо,5,3103
2024-10-10,518,помидор,2,357
2024-05-19,519,молоко,8,2988
2024-05-10,520,курица,4,3380
2024-10-19,521,яйцо,8,2216
2024-08-20,522,молоко,4,1683
2024-12-28,523,хлеб,4,386
2024-03-01,524,курица,6,4189
2024-03-13,525,курица,4,2784
2024-01-14,526,молоко,1,2641
2024-12-03,527,курица,8,638
2024-09-21,528,помидор,2,3784
2024-03-12,529,яйцо,1,1462
2024-03-01,530,говядина,6,1405
2024-04-10,531,хлеб,7,3849
2024-04-26,532,хлеб,3,2157
2024-04-10,533,говядина,7,2972
2024-01-16,534,яйцо,1,1123
2024-08-16,535,свинина,9,4451
2024-02-08,536,хлеб,4,1188
2024-12-26,537,яйцо,8,3902
2024-01-17,538,говядина,1,3046
2024-09-24,539,свинина,9,1518
2024-07-23,540,яйцо,10,2046
2024-03-13,541,говядина,8,4899
2024-09-16,542,лук,7,4650
2024-06-12,543,говядина,5,4668
2024-05-16,544,молоко,8,3517
2024-05-16,545,помидор,8,4947
2024-11-10,546,молоко,3,1053
2024-09-10,547,лук,1,4060
2024-08-14,548,курица,10,2774
2024-04-15,549,кефир,4,1522
2024-08-15,550,помидор,4,2197
2024-08-22,551,лук,4,930
2024-07-03,552,курица,1,3272
2024-02-02,553,помидор,8,1072
2024-01-14,554,говядина,6,2005
2024-01-21,555,курица,6,3983
2024-01-17,556,хлеб,3,177
2024-04-19,557,хлеб,7,2438
2024-06-27,558,курица,4,3970
2024-11-20,559,яйцо,4,1501
2024-11-10,560,яйцо,10,330
2024-11-20,561,молоко,2,3216
2024-10-12,562,говядина,3,228
2024-03-08,563,говядина,1,3826
2024-07-17,564,помидор,2,1628
2024-01-09,565,яйцо,8,2531
2024-08-02,566,хлеб,3,2176
2024-06-16,567,помидор,6,4723
2024-07-08,568,яйцо,6,3889
2024-11-08,569,молоко,4,2557
2024-06-28,570,яйцо,1,3310
2024-01-24,571,свинина,1,3830
2024-10-18,572,свинина,2,3957
2024-10-15,573,кефир,2,2637
2024-11-19,574,помидор,5,3020
2024-09-18,575,помидор,2,2310
2024-02-01,576,молоко,10,2586
2024-05-25,577,хлеб,5,2681
2024-12-07,578,яйцо,1,1547
2024-07-16,579,кефир,5,1304
2024-10-10,580,хлеб,9,2812
2024-10-20,581,свинина,7,3027
2024-01-22,582,кефир,4,2513
2024-07-18,583,хлеб,2,3950
2024-06-12,584,говядина,1,2909
2024-05-16,585,молоко,6,1477
2024-01-28,586,свинина,10,705
2024-05-17,587,яйцо,4,1172
2024-12-10,588,хлеб,9,2013
2024-02-03,589,яйцо,9,2768
2024-08-06,590,молоко,4,2265
2024-12-17,591,яйцо,6,4303
2024-07-24,592,курица,10,1139
2024-02-24,593,молоко,7,1190
2024-11-22,594,помидор,3,3100
2024-03-14,595,яйцо,2,2734
2024-02-13,596,говядина,1,2012
2024-10-07,597,молоко,9,186
2024-09-14,598,помидор,4,4690
2024-08-05,599,молоко,4,2833
2024-10-18,600,молоко,1,390
2024-01-16,601,помидор,1,3017
2024-12-15,602,яйцо,3,974
2024-03-06,603,помидор,8,870
2024-02-13,604,молоко,10,4669
2024-01-13,605,яйцо,10,3953
2024-06-21,606,свинина,3,849
2024-09-14,607,хлеб,3,3051
2024-09-19,608,хлеб,5,2915
2024-08-10,609,свинина,3,318
2024-04-01,610,яйцо,1,877
2024-02-07,611,курица,4,1483
2024-10-23,612,курица,7,4159
2024-05-07,613,хлеб,5,4027
2024-06-13,614,курица,6,4334
2024-03-05,615,курица,4,1908
2024-07-18,616,кефир,10,1577
2024-07-16,617,яйцо,8,3387
2024-09-27,618,говядина,2,2755
2024-09-14,619,лук,10,4423
2024-11-24,620,курица,7,1919
2024-06-23,621,молоко,9,2457
2024-10-20,622,свинина,10,1895
2024-11-12,623,курица,9,2359
2024-11-21,624,яйцо,3,4650
2024-11-13,625,хлеб,5,226
2024-02-22,626,лук,8,1189
2024-05-16,627,курица,4,4297
2024-03-19,628,молоко,1,4775
2024-03-28,629,помидор,6,4159
2024-06-17,630,говядина,5,513
2024-12-16,631,курица,10,4609
2024-06-09,632,лук,8,3845
2024-03-07,633,молоко,4,3218
2024-01-17,634,свинина,3,3303
2024-12-02,635,молоко,10,739
2024-06-12,636,кефир,4,1378
2024-06-07,637,лук,7,4480
2024-12-22,638,помидор,4,1951
2024-10-21,639,свинина,3,3540
2024-03-07,640,хлеб,9,3399
2024-08-20,641,курица,2,4313
2024-06-10,642,курица,9,945
2024-11-23,643,молоко,1,1552
2024-11-08,644,яйцо,4,2041
2024-01-07,645,говядина,4,1816
2024-12-25,646,кефир,6,2950
2024-08-15,647,кефир,2,2056
2024-07-25,648,помидор,4,1070
2024-01-21,649,хлеб,8,151
2024-02-09,650,курица,9,4289
2024-08-06,651,помидор,1,959
2024-12-07,652,помидор,1,2743
2024-07-06,653,свинина,1,2990
2024-09-26,654,кефир,1,1704
2024-04-16,655,говядина,3,2053
2024-12-14,656,хлеб,4,4947
2024-08-15,657,молоко,9,2714
2024-04-08,658,яйцо,9,780
2024-07-15,659,лук,1,1528
2024-12-08,660,яйцо,7,4106
2024-11-26,661,молоко,4,4025
2024-02-20,662,говядина,5,4599
2024-10-05,663,свинина,2,1052
2024-10-18,664,свинина,9,3452
2024-05-14,665,молоко,2,4434
2024-01-13,666,курица,6,2590
2024-02-06,667,хлеб,5,996
2024-07-18,668,свинина,10,1605
2024-04-26,669,помидор,6,1856
2024-01-04,670,молоко,4,3686
2024-03-28,671,свинина,4,3132
2024-03-16,672,свинина,10,1956
2024-02-16,673,свинина,10,2360
2024-07-20,674,яйцо,1,4505
2024-06-15,675,помидор,2,4591
2024-09-01,676,лук,8,691
2024-09-22,677,помидор,10,2217
2024-05-21,678,яйцо,9,3158
2024-05-05,679,свинина,1,440
2024-01-04,680,молоко,9,504
2024-06-21,681,говядина,5,931
2024-04-20,682,лук,5,4845
2024-09-06,683,лук,7,4162
2024-11-04,684,курица,3,1980
2024-06-04,685,говядина,6,1554
2024-07-10,686,молоко,6,3372
2024-04-28,687,лук,8,4459
2024-04-17,688,кефир,8,413
2024-07-22,689,яйцо,4,2307
2024-01-22,690,хлеб,1,3357
2024-08-15,691,курица,7,4578
2024-10-11,692,яйцо,7,4041
2024-08-21,693,хлеб,8,817
2024-01-25,694,свинина,10,3718
2024-10-28,695,яйцо,10,2523
2024-06-12,696,лук,1,1405
2024-11-19,697,лук,10,1312
2024-11-22,698,кефир,1,404
2024-09-12,699,помидор,10,2460
2024-04-26,700,хлеб,8,3016
2024-12-02,701,курица,1,1630
2024-04-04,702,молоко,3,4636
2024-06-04,703,лук,4,2505
2024-01-18,704,яйцо,2,4512
2024-11-07,705,молоко,8,4807
2024-01-20,706,яйцо,9,2111
2024-03-01,707,помидор,6,1160
2024-10-26,708,говядина,1,3060
2024-07-06,709,хлеб,3,542
2024-09-28,710,помидор,5,159
2024-12-14,711,свинина,7,2416
2024-11-07,712,помидор,10,1198
2024-10-22,713,кефир,8,493
2024-05-07,714,хлеб,9,1070
2024-10-13,715,помидор,3,2586
2024-08-22,716,хлеб,8,781
2024-09-11,717,помидор,9,4372
2024-12-12,718,говядина,8,3660
2024-09-03,719,свинина,2,1818
2024-01-28,720,помидор,6,859
2024-09-21,721,кефир,5,550
2024-05-05,722,яйцо,2,3022
2024-08-04,723,яйцо,6,2758
2024-09-15,724,молоко,2,1978
2024-06-20,725,молоко,9,2919
2024-12-22,726,хлеб,6,2138
2024-05-17,727,кефир,8,4753
2024-09-28,728,яйцо,4,2612
2024-07-26,729,помидор,8,906
2024-04-12,730,помидор,1,4086
2024-08-27,731,свинина,3,4338
2024-02-15,732,яйцо,10,4458
2024-09-05,733,хлеб,8,4354
2024-12-12,734,яйцо,7,1599
2024-05-20,735,лук,10,356
2024-12-15,736,курица,2,3349
2024-05-05,737,кефир,8,4401
2024-04-24,738,хлеб,4,106
2024-10-03,739,хлеб,1,4390
2024-02-16,740,хлеб,8,1634
2024-02-18,741,яйцо,2,2342
2024-05-24,742,яйцо,7,1635
2024-07-26,743,хлеб,8,3086
2024-03-07,744,помидор,3,1654
2024-04-10,745,говядина,6,1199
2024-02-18,746,курица,3,2915
2024-12-27,747,хлеб,3,4148
2024-07-19,748,курица,10,2229
2024-03-02,749,свинина,10,2719
2024-01-09,750,курица,1,2466
2024-01-09,751,свинина,1,3057
2024-02-11,752,хлеб,4,3731
2024-03-20,753,молоко,6,3793
2024-09-21,754,помидор,9,840
2024-06-01,755,говядина,7,4951
2024-11-19,756,помидор,8,3892
2024-04-19,757,курица,4,616
2024-09-09,758,яйцо,7,3095
2024-08-22,759,курица,10,3321
2024-03-26,760,свинина,1,3125
2024-07-06,761,помидор,2,2758
2024-05-14,762,хлеб,7,2356
2024-05-04,763,помидор,9,437
2024-09-23,764,кефир,4,1128
2024-02-03,765,хлеб,3,1569
2024-09-18,766,молоко,3,947
2024-12-28,767,курица,7,4855
2024-11-06,768,говядина,6,1082
2024-04-02,769,курица,2,4725
2024-01-28,770,говядина,8,4038
2024-01-11,771,хлеб,7,407
2024-01-01,772,кефир,5,2027
2024-08-07,773,кефир,5,4624
2024-05-14,774,молоко,8,1132
2024-06-02,775,хлеб,5,1600
2024-11-22,776,хлеб,1,315
2024-12-27,777,свинина,8,162
2024-08-01,778,молоко,4,1559
2024-01-11,779,кефир,7,597
2024-11-14,780,хлеб,2,2082
2024-09-20,781,помидор,1,2231
2024-01-28,782,курица,1,4474
